from_airport,from_city,from_country,from_long,from_lat,to_airport,to_city,to_country,to_long,to_lat,airline,airline_country,distance
Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Hartsfield Jackson Atlanta Intl,Atlanta,United States,-84.047,34.061,United Airlines,United States,1189
Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Ronald Reagan Washington Natl,Washington,United States,-76.397,39.42,United Airlines,United States,579
Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Los Angeles Intl,Los Angeles,United States,-118.014,34.57,United Airlines,United States,3451
Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Louis Armstrong New Orleans Intl,New Orleans,United States,-89.764,30.655,United Airlines,United States,1753
Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Lambert St Louis Intl,St. Louis,United States,-89.951,39.247,United Airlines,United States,1030
Zurich,Zurich,Switzerland,8.915,47.774,John F Kennedy Intl,New York,United States,-73.632,41.066,United Airlines,United States,6280
Marcillac,Rodez,France,2.804,44.679,Mazamet,Castres,France,2.481,43.927,Hex'Air,France,87
Zarzis,Djerba,Tunisia,11.292,34.458,Thyna,Sfax,Tunisia,11.151,35.196,Tuninter,Tunisia,83
Thyna,Sfax,Tunisia,11.151,35.196,Carthage,Tunis,Tunisia,10.378,37.418,Tuninter,Tunisia,256
Alexandria Intl,Alexandria,Egypt,30.581,31.306,King Abdulaziz Intl,Jeddah,Saudi Arabia,39.26,22.132,AlMasria Universal Airlines,Egypt,1334
Queen Alia Intl,Amman,Jordan,36.655,32.204,Abu Dhabi Intl,Abu Dhabi,United Arab Emirates,55.085,24.721,SriLankan Airlines,Sri Lanka,1980
Abu Dhabi Intl,Abu Dhabi,United Arab Emirates,55.085,24.721,John F Kennedy Intl,New York,United States,-73.632,41.066,SriLankan Airlines,Sri Lanka,10990
Suvarnabhumi Intl,Bangkok,Thailand,101.245,14.135,Hong Kong Intl,Hong Kong,Hong Kong,114.524,22.514,SriLankan Airlines,Sri Lanka,1681
Charles De Gaulle,Paris,France,2.916,49.021,Pierre Elliott Trudeau Intl,Montreal,Canada,-73.569,45.784,SriLankan Airlines,Sri Lanka,5516
Bandaranaike Intl Colombo,Colombo,Sri Lanka,80.473,7.301,Bangalore,Bangalore,India,78.113,13.583,SriLankan Airlines,Sri Lanka,744
Bandaranaike Intl Colombo,Colombo,Sri Lanka,80.473,7.301,Doha Intl,Doha,Qatar,51.941,25.435,SriLankan Airlines,Sri Lanka,3635
Bandaranaike Intl Colombo,Colombo,Sri Lanka,80.473,7.301,Chennai Intl,Madras,India,80.3,13.657,SriLankan Airlines,Sri Lanka,707
Bandaranaike Intl Colombo,Colombo,Sri Lanka,80.473,7.301,Trichy,Tiruchirappalli,India,79.182,11.275,SriLankan Airlines,Sri Lanka,464
Doha Intl,Doha,Qatar,51.941,25.435,Bandaranaike Intl Colombo,Colombo,Sri Lanka,80.473,7.301,SriLankan Airlines,Sri Lanka,3635
Frankfurt Main,Frankfurt,Germany,8.905,50.044,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,SriLankan Airlines,Sri Lanka,6316
Koggala Airport,Koggala Airport,Sri Lanka,80.533,6.656,Bandaranaike Intl Colombo,Colombo,Sri Lanka,80.473,7.301,SriLankan Airlines,Sri Lanka,72
Larnaca,Larnaca,Cyprus,34.041,35.458,Abu Dhabi Intl,Abu Dhabi,United Arab Emirates,55.085,24.721,SriLankan Airlines,Sri Lanka,2342
Heathrow,London,United Kingdom,-0.103,51.795,Calgary Intl,Calgary,Canada,-113.368,51.189,SriLankan Airlines,Sri Lanka,6967
Male Intl,Male,Maldives,73.881,4.319,Zurich,Zurich,Switzerland,8.915,47.774,SriLankan Airlines,Sri Lanka,7801
Changi Intl,Singapore,Singapore,104.657,1.583,Bandaranaike Intl Colombo,Colombo,Sri Lanka,80.473,7.301,SriLankan Airlines,Sri Lanka,2754
Ottawa Macdonald Cartier Intl,Ottawa,Canada,-75.449,45.537,Heathrow,London,United Kingdom,-0.103,51.795,SriLankan Airlines,Sri Lanka,5326
Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Frankfurt Main,Frankfurt,Germany,8.905,50.044,SriLankan Airlines,Sri Lanka,6316
Harare Intl,Harare,Zimbabwe,31.154,-17.887,Lubumbashi Intl,Lubumashi,Congo (Kinshasa),27.884,-11.319,Air Zimbabwe,Zimbabwe,810
Kuala Lumpur Intl,Kuala Lumpur,Malaysia,102.183,3.242,Capital Intl,Beijing,China,116.974,40.133,Air Zimbabwe,Zimbabwe,4363
Queen Alia Intl,Amman,Jordan,36.655,32.204,Domododevo,Moscow,Russia,38.51,55.681,Transaero Airlines,Russia,2614
Suvarnabhumi Intl,Bangkok,Thailand,101.245,14.135,Koltsovo,Sverdlovsk,Russia,61.337,57.238,Transaero Airlines,Russia,5844
Domododevo,Moscow,Russia,38.51,55.681,Barcelona,Barcelona,Spain,2.13,41.495,Transaero Airlines,Russia,3055
Domododevo,Moscow,Russia,38.51,55.681,Bali Ngurah Rai,Denpasar,Indonesia,115.278,-8.581,Transaero Airlines,Russia,9979
Domododevo,Moscow,Russia,38.51,55.681,George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Transaero Airlines,Russia,9449
Domododevo,Moscow,Russia,38.51,55.681,Kurumoch,Samara,Russia,50.25,53.833,Transaero Airlines,Russia,779
Domododevo,Moscow,Russia,38.51,55.681,Male Intl,Male,Maldives,73.881,4.319,Transaero Airlines,Russia,6518
Domododevo,Moscow,Russia,38.51,55.681,Omsk,Omsk,Russia,73.517,55.611,Transaero Airlines,Russia,2173
Domododevo,Moscow,Russia,38.51,55.681,Riga Intl,Riga,Latvia,24.618,57.539,Transaero Airlines,Russia,873
Domododevo,Moscow,Russia,38.51,55.681,Salzburg,Salzburg,Austria,13.007,48.322,Transaero Airlines,Russia,1913
Domododevo,Moscow,Russia,38.51,55.681,Uralsk,Uralsk,Kazakhstan,51.905,51.251,Transaero Airlines,Russia,1011
Dnipropetrovsk Intl,Dnepropetrovsk,Ukraine,35.167,48.595,Domododevo,Moscow,Russia,38.51,55.681,Transaero Airlines,Russia,820
Goa,Goa,India,74.385,15.634,Koltsovo,Sverdlovsk,Russia,61.337,57.238,Transaero Airlines,Russia,4753
Hurghada Intl,Hurghada,Egypt,34.332,27.297,Koltsovo,Sverdlovsk,Russia,61.337,57.238,Transaero Airlines,Russia,3947
Kostanay West Airport,Kostanay,Kazakhstan,63.917,53.344,Domododevo,Moscow,Russia,38.51,55.681,Transaero Airlines,Russia,1650
Pulkovo,St. Petersburg,Russia,30.437,60.333,Ufa,Ufa,Russia,56.457,54.929,Transaero Airlines,Russia,1648
Mineralnyye Vody,Mineralnye Vody,Russia,43.136,44.375,Domododevo,Moscow,Russia,38.51,55.681,Transaero Airlines,Russia,1299
Tolmachevo,Novosibirsk,Russia,83.084,55.021,Domododevo,Moscow,Russia,38.51,55.681,Transaero Airlines,Russia,2770
Punta Cana Intl,Punta Cana,Dominican Republic,-67.94,18.945,Sheremetyevo,Moscow,Russia,37.69,56.621,Transaero Airlines,Russia,9171
Sharm El Sheikh Intl,Sharm El Sheikh,Egypt,34.658,28.628,Koltsovo,Sverdlovsk,Russia,61.337,57.238,Transaero Airlines,Russia,3800
Koltsovo,Sverdlovsk,Russia,61.337,57.238,Suvarnabhumi Intl,Bangkok,Thailand,101.245,14.135,Transaero Airlines,Russia,5844
Salzburg,Salzburg,Austria,13.007,48.322,Sheremetyevo,Moscow,Russia,37.69,56.621,Transaero Airlines,Russia,1894
Ufa,Ufa,Russia,56.457,54.929,Pulkovo,St. Petersburg,Russia,30.437,60.333,Transaero Airlines,Russia,1648
Changchun,Changchun,China,125.2,43.902,Capital Intl,Beijing,China,116.974,40.133,Hong Kong Express Airways,Hong Kong SAR of China,797
Hong Kong Intl,Hong Kong,Hong Kong,114.524,22.514,New Chitose,Sapporo,Japan,142.153,43.292,Hong Kong Express Airways,Hong Kong SAR of China,3433
Hong Kong Intl,Hong Kong,Hong Kong,114.524,22.514,Liangjiang,Guilin,China,110.065,25.363,Hong Kong Express Airways,Hong Kong SAR of China,552
Hong Kong Intl,Hong Kong,Hong Kong,114.524,22.514,Binhai,Tianjin,China,117.576,39.207,Hong Kong Express Airways,Hong Kong SAR of China,1878
Qiqihar Sanjiazi Airport,Qiqihar,China,124.53,47.399,Capital Intl,Beijing,China,116.974,40.133,Hong Kong Express Airways,Hong Kong SAR of China,1009
Capital Intl,Beijing,China,116.974,40.133,Qiqihar Sanjiazi Airport,Qiqihar,China,124.53,47.399,Hong Kong Express Airways,Hong Kong SAR of China,1009
Arthurs Town Airport,Arthur's Town,Bahamas,-75.457,25.049,Lynden Pindling Intl,Nassau,Bahamas,-77.111,25.064,Bahamasair,Bahamas,166
Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,-79.588,26.12,Grand Bahama Intl,Freeport,Bahamas,-78.493,26.931,Bahamasair,Bahamas,141
Jose Marti Intl,Havana,Cuba,-82.016,23.648,Lynden Pindling Intl,Nassau,Bahamas,-77.111,25.064,Bahamasair,Bahamas,521
Mayaguana,Mayaguana,Bahamas,-72.356,22.632,Lynden Pindling Intl,Nassau,Bahamas,-77.111,25.064,Bahamasair,Bahamas,553
Lynden Pindling Intl,Nassau,Bahamas,-77.111,25.064,Jose Marti Intl,Havana,Cuba,-82.016,23.648,Bahamasair,Bahamas,521
Lynden Pindling Intl,Nassau,Bahamas,-77.111,25.064,Providenciales,Providenciales,Turks and Caicos Islands,-71.777,22.289,Bahamasair,Bahamas,624
Rock Sound,Rock Sound,Bahamas,-75.63,25.486,Exuma Intl,Great Exuma,Bahamas,-75.797,23.937,Bahamasair,Bahamas,173
Uzhhorod International Airport,Uzhgorod,Ukraine,22.438,49.057,Boryspil Intl,Kiev,Ukraine,31.491,50.575,Skyjet Airlines,Uganda,670
Tolmachevo,Novosibirsk,Russia,83.084,55.021,Ust-Kut,Ust-Kut,Russia,106.194,57.416,UTair-Express,Russia,1446
Surgut,Surgut,Russia,73.669,61.572,Roschino,Tyumen,Russia,65.54,57.315,UTair-Express,Russia,658
Ufa,Ufa,Russia,56.457,54.929,Roschino,Tyumen,Russia,65.54,57.315,UTair-Express,Russia,621
Abidjan Felix Houphouet Boigny Intl,Abidjan,Cote d'Ivoire,-3.878,5.435,Brussels Natl,Brussels,Belgium,4.807,51.502,US Airways,United States,5184
Augusta Rgnl At Bush Fld,Bush Field,United States,-81.941,33.616,Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,US Airways,United States,215
Queen Alia Intl,Amman,Jordan,36.655,32.204,Pierre Elliott Trudeau Intl,Montreal,Canada,-73.569,45.784,US Airways,United States,8867
Hartsfield Jackson Atlanta Intl,Atlanta,United States,-84.047,34.061,Chicago Ohare Intl,Chicago,United States,-87.842,42.631,US Airways,United States,1008
Austin Bergstrom Intl,Austin,United States,-97.45,30.324,Denver Intl,Denver,United States,-104.456,40.436,US Airways,United States,1290
Wilkes Barre Scranton Intl,Scranton,United States,-75.54,41.564,Philadelphia Intl,Philadelphia,United States,-74.736,40.453,US Airways,United States,140
Bradley Intl,Windsor Locks,United States,-72.473,42.564,Pittsburgh Intl,Pittsburgh (pennsylva),United States,-79.722,40.819,US Airways,United States,632
Birmingham Intl,Birmingham,United States,-86.59,33.938,Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,US Airways,United States,543
Senou,Bamako,Mali,-7.917,12.889,Kotoka Intl,Accra,Ghana,0.388,6.008,US Airways,United States,1189
Boise Air Terminal,Boise,United States,-115.705,43.94,Phoenix Sky Harbor Intl,Phoenix,United States,-111.353,33.723,US Airways,United States,1196
General Edward Lawrence Logan Intl,Boston,United States,-70.342,42.607,Denver Intl,Denver,United States,-104.456,40.436,US Airways,United States,2830
General Edward Lawrence Logan Intl,Boston,United States,-70.342,42.607,Philadelphia Intl,Philadelphia,United States,-74.736,40.453,US Airways,United States,437
General Edward Lawrence Logan Intl,Boston,United States,-70.342,42.607,San Francisco Intl,San Francisco,United States,-121.959,38.031,US Airways,United States,4337
Brussels Natl,Brussels,Belgium,4.807,51.502,Washington Dulles Intl,Washington,United States,-77.094,39.574,US Airways,United States,6172
Burlington Intl,Burlington,United States,-72.589,44.786,Ronald Reagan Washington Natl,Washington,United States,-76.397,39.42,US Airways,United States,674
Buffalo Niagara Intl,Buffalo,United States,-78.554,43.567,Chicago Ohare Intl,Chicago,United States,-87.842,42.631,US Airways,United States,760
Baltimore Washington Intl,Baltimore,United States,-76.448,39.292,Chicago Ohare Intl,Chicago,United States,-87.842,42.631,US Airways,United States,1025
Columbia Metropolitan,Colombia,United States,-80.533,34.564,Philadelphia Intl,Philadelphia,United States,-74.736,40.453,US Airways,United States,830
Lovell Fld,Chattanooga,United States,-84.674,35.058,Ronald Reagan Washington Natl,Washington,United States,-76.397,39.42,US Airways,United States,878
Charleston Afb Intl,Charleston,United States,-79.401,33.497,Philadelphia Intl,Philadelphia,United States,-74.736,40.453,US Airways,United States,877
Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,Augusta Rgnl At Bush Fld,Bush Field,United States,-81.941,33.616,US Airways,United States,215
Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,Bradley Intl,Windsor Locks,United States,-72.473,42.564,US Airways,United States,1082
Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,Philip S W Goldson Intl,Belize City,Belize,-87.848,17.898,US Airways,United States,2058
Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,Port Columbus Intl,Columbus,United States,-82.82,40.663,US Airways,United States,613
Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,Denver Intl,Denver,United States,-104.456,40.436,US Airways,United States,2135
Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,Florence Rgnl,Florence,United States,-79.54,34.308,US Airways,United States,170
Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,Greenville-Spartanburg International,Greenville,United States,-81.699,35.492,US Airways,United States,73
Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,Indianapolis Intl,Indianapolis,United States,-85.824,40.195,US Airways,United States,689
Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,Gatwick,London,United Kingdom,0.349,51.246,US Airways,United States,6457
Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,Memphis Intl,Memphis,United States,-89.962,35.07,US Airways,United States,823
Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,Minneapolis St Paul Intl,Minneapolis,United States,-92.703,45.469,US Airways,United States,1500
Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,Palm Beach Intl,West Palm Beach,United States,-79.493,27.138,US Airways,United States,923
Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,Punta Cana Intl,Punta Cana,Dominican Republic,-67.94,18.945,US Airways,United States,2225
Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,San Diego Intl,San Diego,United States,-116.65,33.222,US Airways,United States,3274
Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,Juan Santamaria Intl,San Jose,Costa Rica,-83.682,10.656,US Airways,United States,2760
Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,Syracuse Hancock Intl,Syracuse,United States,-75.511,43.185,US Airways,United States,986
Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,Ottawa Macdonald Cartier Intl,Ottawa,Canada,-75.449,45.537,US Airways,United States,1221
Port Columbus Intl,Columbus,United States,-82.82,40.663,Philadelphia Intl,Philadelphia,United States,-74.736,40.453,US Airways,United States,683
Cancun Intl,Cancun,Mexico,-86.796,21.06,Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,US Airways,United States,1690
Cincinnati Northern Kentucky Intl,Cincinnati,United States,-84.447,39.081,Philadelphia Intl,Philadelphia,United States,-74.736,40.453,US Airways,United States,843
Ronald Reagan Washington Natl,Washington,United States,-76.397,39.42,Albany Intl,Albany,United States,-73.67,43.247,US Airways,United States,482
Ronald Reagan Washington Natl,Washington,United States,-76.397,39.42,Akron Canton Regional Airport,Akron,United States,-81.071,41.526,US Airways,United States,459
Ronald Reagan Washington Natl,Washington,United States,-76.397,39.42,Dallas Fort Worth Intl,Dallas-fort Worth,United States,-96.397,33.494,US Airways,United States,1901
Ronald Reagan Washington Natl,Washington,United States,-76.397,39.42,Indianapolis Intl,Indianapolis,United States,-85.824,40.195,US Airways,United States,809
Ronald Reagan Washington Natl,Washington,United States,-76.397,39.42,Myrtle Beach Intl,Myrtle Beach,United States,-78.881,34.132,US Airways,United States,628
Ronald Reagan Washington Natl,Washington,United States,-76.397,39.42,Theodore Francis Green State,Providence,United States,-71.034,42.22,US Airways,United States,548
Ronald Reagan Washington Natl,Washington,United States,-76.397,39.42,Syracuse Hancock Intl,Syracuse,United States,-75.511,43.185,US Airways,United States,425
Denver Intl,Denver,United States,-104.456,40.436,General Edward Lawrence Logan Intl,Boston,United States,-70.342,42.607,US Airways,United States,2830
Denver Intl,Denver,United States,-104.456,40.436,Des Moines Intl,Des Moines,United States,-93.439,41.889,US Airways,United States,935
Denver Intl,Denver,United States,-104.456,40.436,Spokane Intl,Spokane,United States,-117.224,48.033,US Airways,United States,1319
Denver Intl,Denver,United States,-104.456,40.436,Kona Intl At Keahole,Kona,United States,-155.41,20.231,US Airways,United States,5293
Denver Intl,Denver,United States,-104.456,40.436,Memphis Intl,Memphis,United States,-89.962,35.07,US Airways,United States,1404
Denver Intl,Denver,United States,-104.456,40.436,Will Rogers World,Oklahoma City,United States,-97.335,35.655,US Airways,United States,818
Denver Intl,Denver,United States,-104.456,40.436,Tri Cities Airport,Pasco,United States,-118.532,46.441,US Airways,United States,1315
Denver Intl,Denver,United States,-104.456,40.436,Salt Lake City Intl,Salt Lake City,United States,-111.963,41.313,US Airways,United States,638
Dallas Fort Worth Intl,Dallas-fort Worth,United States,-96.397,33.494,Ronald Reagan Washington Natl,Washington,United States,-76.397,39.42,US Airways,United States,1901
Douala,Douala,Cameroon,10.199,4.01,Ndjili Intl,Kinshasa,Congo (Kinshasa),15.74,-3.977,US Airways,United States,1080
Detroit Metro Wayne Co,Detroit,United States,-82.923,42.354,Denver Intl,Denver,United States,-104.456,40.436,US Airways,United States,1803
North Eleuthera,North Eleuthera,Bahamas,-76.473,25.791,Governors Harbour,Governor's Harbor,Bahamas,-75.886,25.474,US Airways,United States,68
Newark Liberty Intl,Newark,United States,-73.615,41.154,Denver Intl,Denver,United States,-104.456,40.436,US Airways,United States,2583
Newark Liberty Intl,Newark,United States,-73.615,41.154,Changi Intl,Singapore,Singapore,104.657,1.583,US Airways,United States,15259
Fresno Yosemite Intl,Fresno,United States,-119.531,37.293,San Francisco Intl,San Francisco,United States,-121.959,38.031,US Airways,United States,228
Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,-79.588,26.12,Grand Bahama Intl,Freeport,Bahamas,-78.493,26.931,US Airways,United States,141
Grand Bahama Intl,Freeport,Bahamas,-78.493,26.931,Philadelphia Intl,Philadelphia,United States,-74.736,40.453,US Airways,United States,1542
Owen Roberts Intl,Georgetown,Cayman Islands,-80.93,19.487,Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,US Airways,United States,1764
Galeao Antonio Carlos Jobim,Rio De Janeiro,Brazil,-42.74,-22.682,Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,US Airways,United States,7603
Guarulhos Gov Andre Franco Montouro,Sao Paulo,Brazil,-46.116,-23.054,Galeao Antonio Carlos Jobim,Rio De Janeiro,Brazil,-42.74,-22.682,US Airways,United States,348
Greenville-Spartanburg International,Greenville,United States,-81.699,35.492,Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,US Airways,United States,73
Yampa Valley,Hayden,United States,-106.697,40.801,Denver Intl,Denver,United States,-104.456,40.436,US Airways,United States,193
Honolulu Intl,Honolulu,United States,-157.871,21.531,Tokyo Intl,Tokyo,Japan,140.299,35.92,US Airways,United States,6136
Westchester Co,White Plains,United States,-73.513,41.111,Philadelphia Intl,Philadelphia,United States,-74.736,40.453,US Airways,United States,126
Washington Dulles Intl,Washington,United States,-77.094,39.574,Austin Bergstrom Intl,Austin,United States,-97.45,30.324,US Airways,United States,2114
Washington Dulles Intl,Washington,United States,-77.094,39.574,Detroit Metro Wayne Co,Detroit,United States,-82.923,42.354,US Airways,United States,578
Washington Dulles Intl,Washington,United States,-77.094,39.574,Orlando Intl,Orlando,United States,-80.849,28.715,US Airways,United States,1255
Washington Dulles Intl,Washington,United States,-77.094,39.574,El Salvador Intl,San Salvador,El Salvador,-88.427,13.734,US Airways,United States,3079
George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,US Airways,United States,1405
George Bush Intcntl Houston,Houston,United States,-94.903,30.64,San Francisco Intl,San Francisco,United States,-121.959,38.031,US Airways,United States,2605
Wichita Mid Continent,Wichita,United States,-97.056,38.083,Chicago Ohare Intl,Chicago,United States,-87.842,42.631,US Airways,United States,929
Indianapolis Intl,Indianapolis,United States,-85.824,40.195,Chicago Ohare Intl,Chicago,United States,-87.842,42.631,US Airways,United States,318
Ithaca Tompkins Rgnl,Ithaca,United States,-76.098,42.818,Philadelphia Intl,Philadelphia,United States,-74.736,40.453,US Airways,United States,286
John F Kennedy Intl,New York,United States,-73.632,41.066,Frankfurt Main,Frankfurt,Germany,8.905,50.044,US Airways,United States,6170
John F Kennedy Intl,New York,United States,-73.632,41.066,San Francisco Intl,San Francisco,United States,-121.959,38.031,US Airways,United States,4104
Kona Intl At Keahole,Kona,United States,-155.41,20.231,San Francisco Intl,San Francisco,United States,-121.959,38.031,US Airways,United States,3773
Mc Carran Intl,Las Vegas,United States,-114.588,36.133,Phoenix Sky Harbor Intl,Phoenix,United States,-111.353,33.723,US Airways,United States,398
Los Angeles Intl,Los Angeles,United States,-118.014,34.57,Denver Intl,Denver,United States,-104.456,40.436,US Airways,United States,1360
Los Angeles Intl,Los Angeles,United States,-118.014,34.57,John F Kennedy Intl,New York,United States,-73.632,41.066,US Airways,United States,3921
Los Angeles Intl,Los Angeles,United States,-118.014,34.57,Kahului,Kahului,United States,-156.051,21.497,US Airways,United States,3977
Los Angeles Intl,Los Angeles,United States,-118.014,34.57,San Diego Intl,San Diego,United States,-116.65,33.222,US Airways,United States,195
Los Angeles Intl,Los Angeles,United States,-118.014,34.57,Sydney Intl,Sydney,Australia,151.295,-33.911,US Airways,United States,12115
La Guardia,New York,United States,-73.788,41.295,Burlington Intl,Burlington,United States,-72.589,44.786,US Airways,United States,400
La Guardia,New York,United States,-73.788,41.295,Ronald Reagan Washington Natl,Washington,United States,-76.397,39.42,US Airways,United States,303
La Guardia,New York,United States,-73.788,41.295,Chicago Ohare Intl,Chicago,United States,-87.842,42.631,US Airways,United States,1170
La Guardia,New York,United States,-73.788,41.295,Roanoke Regional,Roanoke VA,United States,-79.96,37.542,US Airways,United States,674
Lihue,Lihue,United States,-158.899,22.626,Denver Intl,Denver,United States,-104.456,40.436,US Airways,United States,5431
Adams Fld,Little Rock,United States,-91.708,35.215,Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,US Airways,United States,980
Sangster Intl,Montego Bay,Jamaica,-77.856,18.839,Chicago Ohare Intl,Chicago,United States,-87.842,42.631,US Airways,United States,2807
Kansas City Intl,Kansas City,United States,-94.524,39.496,San Francisco Intl,San Francisco,United States,-121.959,38.031,US Airways,United States,2375
Orlando Intl,Orlando,United States,-80.849,28.715,Phoenix Sky Harbor Intl,Phoenix,United States,-111.353,33.723,US Airways,United States,2942
Harrisburg Intl,Harrisburg,United States,-76.606,40.322,Philadelphia Intl,Philadelphia,United States,-74.736,40.453,US Airways,United States,159
Rogue Valley Intl Medford,Medford,United States,-122.79,42.623,Denver Intl,Denver,United States,-104.456,40.436,US Airways,United States,1542
Manchester Regional Airport,Manchester NH,United States,-71.06,43.554,La Guardia,New York,United States,-73.788,41.295,US Airways,United States,336
Miami Intl,Miami,United States,-79.818,26.322,Philadelphia Intl,Philadelphia,United States,-74.736,40.453,US Airways,United States,1639
Melbourne Intl,Melbourne,United States,-80.409,28.171,Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,US Airways,United States,800
Dane Co Rgnl Truax Fld,Madison,United States,-88.896,43.233,Chicago Ohare Intl,Chicago,United States,-87.842,42.631,US Airways,United States,108
Louis Armstrong New Orleans Intl,New Orleans,United States,-89.764,30.655,Ronald Reagan Washington Natl,Washington,United States,-76.397,39.42,US Airways,United States,1556
Myrtle Beach Intl,Myrtle Beach,United States,-78.881,34.132,Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,US Airways,United States,229
Lynden Pindling Intl,Nassau,Bahamas,-77.111,25.064,Orlando Intl,Orlando,United States,-80.849,28.715,US Airways,United States,549
Narita Intl,Tokyo,Japan,140.643,36.274,Honolulu Intl,Honolulu,United States,-157.871,21.531,US Airways,United States,6103
Yaounde Nsimalen,Yaounde,Cameroon,11.922,4.204,Ndjili Intl,Kinshasa,Congo (Kinshasa),15.74,-3.977,US Airways,United States,1003
Will Rogers World,Oklahoma City,United States,-97.335,35.655,Chicago Ohare Intl,Chicago,United States,-87.842,42.631,US Airways,United States,1126
Chicago Ohare Intl,Chicago,United States,-87.842,42.631,Queen Alia Intl,Amman,Jordan,36.655,32.204,US Airways,United States,9954
Chicago Ohare Intl,Chicago,United States,-87.842,42.631,Boise Air Terminal,Boise,United States,-115.705,43.94,US Airways,United States,2249
Chicago Ohare Intl,Chicago,United States,-87.842,42.631,Cleveland Hopkins Intl,Cleveland,United States,-81.75,41.686,US Airways,United States,512
Chicago Ohare Intl,Chicago,United States,-87.842,42.631,Dallas Fort Worth Intl,Dallas-fort Worth,United States,-96.397,33.494,US Airways,United States,1260
Chicago Ohare Intl,Chicago,United States,-87.842,42.631,Gerald R Ford Intl,Grand Rapids,United States,-85.205,43.468,US Airways,United States,233
Chicago Ohare Intl,Chicago,United States,-87.842,42.631,Incheon Intl,Seoul,South Korea,126.75,37.781,US Airways,United States,10413
Chicago Ohare Intl,Chicago,United States,-87.842,42.631,Lincoln,Lincoln,United States,-96.599,41.418,US Airways,United States,735
Chicago Ohare Intl,Chicago,United States,-87.842,42.631,General Mitchell Intl,Milwaukee,United States,-87.828,43.578,US Airways,United States,105
Chicago Ohare Intl,Chicago,United States,-87.842,42.631,Eppley Afld,Omaha,United States,-95.824,41.505,US Airways,United States,670
Chicago Ohare Intl,Chicago,United States,-87.842,42.631,Pudong,Shanghai,China,122.342,31.238,US Airways,United States,11241
Chicago Ohare Intl,Chicago,United States,-87.842,42.631,South Bend Rgnl,South Bend,United States,-85.863,42.181,US Airways,United States,170
Chicago Ohare Intl,Chicago,United States,-87.842,42.631,John Wayne Arpt Orange Co,Santa Ana,United States,-117.781,34.126,US Airways,United States,2758
Norfolk Intl,Norfolk,United States,-75.669,37.491,Ronald Reagan Washington Natl,Washington,United States,-76.397,39.42,US Airways,United States,223
Palm Beach Intl,West Palm Beach,United States,-79.493,27.138,Philadelphia Intl,Philadelphia,United States,-74.736,40.453,US Airways,United States,1543
Capital Intl,Beijing,China,116.974,40.133,John F Kennedy Intl,New York,United States,-73.632,41.066,US Airways,United States,10922
Philadelphia Intl,Philadelphia,United States,-74.736,40.453,Lehigh Valley Intl,Allentown,United States,-75.069,41.086,US Airways,United States,75
Philadelphia Intl,Philadelphia,United States,-74.736,40.453,Bradley Intl,Windsor Locks,United States,-72.473,42.564,US Airways,United States,301
Philadelphia Intl,Philadelphia,United States,-74.736,40.453,Buffalo Niagara Intl,Buffalo,United States,-78.554,43.567,US Airways,United States,468
Philadelphia Intl,Philadelphia,United States,-74.736,40.453,Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,US Airways,United States,783
